company_name,domain,keyword,company_url
Accenture India Private Limited,www.accenture.com,linux,https://www.accenture.com/au-en/careers/jobdetails?id=13361288_en&title=Cloud+%26+Linux+Snr+Analyst
Advance Inovation,www.ad-ins.com,linux,https://www.ad-ins.com/products-services/suprboard/
